관리청명,적설취약구간명,시점 위도,시점 경도,종점 위도,종점 경도,도로분류명,도로취약유형명,총도로길이_km
부산광역시 남구,이기대공원로,35.1244808,129.1147473,35.1250987,129.1193136,지방도,급경사,0.6
부산광역시 부산진구,연수로(연수로 6-1 ~ 진남로 539-1),35.17314,129.07227,35.1718,129.07329,지방도,고갯길,0.21
제주특별자치도 제주시,이면도로,33.4812469,126.4959637,33.4812469,126.4959637,지방도,기타,1
부산광역시 서구,까치고개로,35.1001748,129.0160227,35.1042788,129.0111533,지방도,고갯길,1.3
서울특별시 서초구 안전건설교통국 도로과,양재천로,37.4748114,127.0370219,37.4759606,127.0395727,구도,기타,0.28
부산광역시 부산진구,중앙대로(중앙대로 930 ~ 진남로 535),35.17292,129.07147,35.17169,129.07276,지방도,고갯길,0.2
부산광역시 동구,안창로,35.1443819,129.0478852,35.1437477,129.0394884,지방도,기타,1
부산광역시 부산진구,진남로 477(양정메트로하이츠점)~ 진남로 340(해동광고),35.16696,129.06946,35.1496997,129.0734332,지방도,고갯길,2
부산광역시 남구,신선대산복로,35.1212086,129.098685,35.1032196,129.1156602,지방도,급경사,3.5
부산광역시 남구,진남로,35.1355083,129.0838213,35.1480835,129.074105,지방도,급경사,1.3
부산광역시 남구,마을안길,35.136592,129.0734906,35.1363152,129.0745412,지방도,급경사,0.11
부산광역시 부산진구,연수로 36번길(연수로36번길 4 ~ 진남로 567),35.17431,129.07503,35.1768,129.07614,지방도,고갯길,0.23
부산광역시 서구,대티로,35.1114822,129.0121545,35.1076109,129.0085434,지방도,고갯길,1
부산광역시 서구,망양로,35.1172533,129.0195223,35.1142497,129.0259489,지방도,고갯길,0.6
경상남도 도로관리사업소 진주지소,우두령로(지방도1099호),35.8306952,127.9280868,35.8520782,127.9363105,지방도,고갯길,2
부산광역시 남구,오륙도로137 앞 도로,35.1016108,129.1230719,35.1015281,129.1230171,구도,상습정체,1
부산광역시 부산진구,양정로(양정로4 ~진남로 551-1),35.17373,129.0739,35.17221,129.07455,지방도,고갯길,0.21
부산광역시 해운대구,달맞이길,35.1608454,129.1724088,35.1637811,129.1852768,지방도,고갯길,1.2
경상남도 거창군 건설과,보해길(군도2호),35.7936723,127.970662,35.7905205,127.9548752,군도,고갯길,2.7
부산광역시 북구,대동화명대교,35.2355361,129.0067402,35.2356783,129.0035069,고속도로,램프,2.4
경상남도 합천군,농도 308,35.4819549,128.1281995,35.479591,128.123976,농어촌도로,기타,0.4
경상남도 합천군,리도202호,35.4802334,128.1288166,35.479591,128.123976,농어촌도로,수변도로,0.4
경상남도 합천군,국도24호선,35.6425266,128.0754451,35.6365467,128.0670849,일반국도,기타,1.2
경기도 수원시 권선구,삼천병마로,37.2450146,126.9629484,37.2457124,126.9647721,시도,기타,0.1
경기도 광주시,시도23호선,37.3282773,127.3892322,37.3260073,127.3978745,시도,고갯길,0.8
경기도 광주시,국지도88호선,37.4796606,127.3540191,37.4795699,127.3646596,시도,고갯길,1.4
부산광역시 사하구,감천로,35.0845714,129.0085158,35.0818558,129.011533,지방도,고갯길,0.5
부산광역시 사하구,옥천로,35.087732,129.0049785,35.0976188,129.0110755,지방도,고갯길,1.2
부산광역시 해운대구,달맞이길,35.1779397,129.1930813,35.1637811,129.1852768,지방도,고갯길,0.2
부산광역시 해운대구,반송순환로,35.2252467,129.1502532,35.2239736,129.152751,지방도,급경사,1.1
부산광역시 해운대구,재반로,35.1937295,129.1291488,35.1794168,129.1261725,지방도,고갯길,1.2
부산광역시 사하구,제석로,35.1156305,128.9890419,35.1073612,128.9757892,지방도,고갯길,1.6
부산광역시 사하구,다대로,35.1011596,128.976154,35.0893231,128.9780928,지방도,고갯길,1.2
부산광역시 북구,강변대로진출입로,35.2536778,129.0128448,35.235664,129.0070525,일반국도,수변도로,2
부산광역시 북구,만덕고개길,35.2139716,129.0472291,35.2134838,129.0491305,일반국도,산악지대,3.4
부산광역시 사하구,다대로,35.0516022,128.9591101,35.0591339,128.9647752,지방도,급커브,1
부산광역시 사하구,두송로,35.0806282,128.9775421,35.0725884,128.9837492,지방도,고갯길,1.4
경기도 포천시,98호선,37.7556058,127.1648402,37.7556376,127.1647322,지방도,고갯길,1.2
경기도 포천시,387호선,37.9398064,127.3351591,37.9398172,127.335186,지방도,고갯길,1.3
국토교통부 서울지방국토관리청 의정부국토관리사무소 도로안전운영과,47호선,38.0900228,127.3913159,38.0899265,127.3913567,일반국도,기타,1.5
서울특별시 은평구,은평터널로,37.5926239,126.9069595,37.5955088,126.9087809,구도,고갯길,0.7
서울특별시 강북구,삼양로,37.6170237,127.0155171,37.6156486,127.0195331,구도,급경사,0.45
부산광역시 연제구 연산2동,황령산로,35.1723222,129.0836195,35.163108,129.0816249,구도,고갯길,1.4
부산광역시 수영구,황령산고갯길,35.147359,129.109892,35.1547478,129.0990805,지방도,고갯길,1.1
경상북도 봉화군,구국도36,36.9404389,129.0701296,36.9438896,129.0917402,위임국도,고갯길,2.5
부산광역시 연제구 연산3동,금련로,35.1702674,129.0961894,35.1686809,129.0951432,구도,급경사,0.2
부산광역시 사상구,백양대로,35.1539631,128.9982399,1,1,일반국도,고갯길,6
경상북도 봉화군,구국도36,36.9285518,129.0319523,36.9217168,129.0550846,위임국도,고갯길,3
부산광역시 기장군,개좌고개(군도19호선),35.2575166,129.149313,35.2521209,129.1418463,군도,급경사,0.8
서울특별시,관악로,37.48217,126.9535889,37.4813376,126.9533892,시도,상습정체,0.1
부산광역시 연제구 거제2동,월드컵대로,35.1911613,129.0674072,35.1854434,129.0542081,시도,교차로,1.4
부산광역시 연제구 연산9동,고분로,35.1843708,129.1136145,35.1868297,129.1099883,구도,교차로,0.32
인천광역시 동구,봉수대로,37.4791782,126.6534706,37.478069,126.6520302,시도,고가도로,0.21
부산광역시 기장군,곰내재(군도19호선),35.3010396,129.1684567,35.3155409,129.168388,군도,급경사,2
서울특별시,관악로,37.4856139,126.9565139,37.48217,126.9535889,시도,상습정체,0.5
서울특별시,남부순환로,37.4789801,126.898923,37.4802168,126.9045495,시도,상습정체,0.5
서울특별시,남부순환로,37.4838863,126.9263407,37.484291,126.9296539,시도,상습정체,0.3
서울특별시,남부순환로,37.4801385,126.9557704,37.4785114,126.9598894,시도,상습정체,0.4
서울특별시,남부순환로,37.4771033,126.9635562,37.4785207,126.9599008,시도,상습정체,0.2
국토교통부 부산지방국토관리청 진영국토관리사무소,명례산단앞(국도14호선),35.3848322,129.2557823,35.3742103,129.2617516,위임국도,급경사,1.6
부산광역시 남구,이면도로 ,35.1323444,129.0870366,35.1325007,129.086687,지방도,급경사,0.1
부산광역시 기장군,갈치고개(군도17호선),35.2536394,129.1838633,35.2524293,129.1775983,군도,급경사,1
대구공공시설관리공단,수성교지하차도,35.8623486,128.6085776,35.8614959,128.6078965,특별시도·광역시도,지하차도,0.13
서울특별시,남부순환로,37.480198,126.9562254,37.4813376,126.9533892,시도,상습정체,0.3
경상남도 창원시 의창구,지방도60호선,35.3398541,128.6010181,35.3500399,128.5643218,지방도,고갯길,3
경상남도 창원시 의창구,온천로,35.3547865,128.6106843,35.3620689,128.5725162,시도,고갯길,2
경상남도 창원시 의창구,태복산로,35.2503604,128.6642807,35.2559891,128.6454289,시도,기타,2.4
대구공공시설관리공단,동신교지하차도,35.8685588,128.6132394,35.8679487,128.6133265,특별시도·광역시도,지하차도,0.09
서울특별시,남부순환로,37.4848909,126.93319,37.4842267,126.9296659,시도,상습정체,0.4
대구공공시설관리공단,매천대교지하차도,35.8916152,128.544738,35.8891457,128.5400156,특별시도·광역시도,지하차도,0.08
대구광역시 서구,평리지하차도,35.8819328,128.5554003,35.8796253,128.5548874,특별시도·광역시도,지하차도,0.3
제주특별자치도 서귀포시,이면도로,33.2363912,126.3733664,33.2363912,126.3733664,지방도,기타,1
대구광역시 서구,비산지하차도,35.8838108,128.5729356,35.8815478,128.5720423,특별시도·광역시도,지하차도,0.3
대구공공시설관리공단,희망교지하차도,35.8478778,128.6057087,35.8471326,128.605656,특별시도·광역시도,지하차도,0.09
대구공공시설관리공단,대봉교지하차도,35.8554136,128.6069924,35.8545887,128.6071822,특별시도·광역시도,지하차도,0.09
대구공공시설관리공단,경대교지하차도,35.8867335,128.600285,35.8859695,128.6005689,특별시도·광역시도,지하차도,0.11
대구공공시설관리공단,신천교지하차도,35.873807,128.6104973,35.8732142,128.611227,특별시도·광역시도,지하차도,0.1
대구공공시설관리공단,팔달교지하차도,35.8937791,128.5514543,35.8944872,128.5529901,특별시도·광역시도,지하차도,0.11
대구광역시 북구,동인지하차도 북편,35.8742674,128.6052827,35.8739518,128.6050975,특별시도·광역시도,지하차도,0.03
대구광역시 북구,칠성지하차도 북편,35.8747411,128.6013116,35.8746307,128.6013348,특별시도·광역시도,지하차도,0.02
대구광역시 북구,매천지하차도,35.9025917,128.5411504,35.9061596,128.5414783,특별시도·광역시도,지하차도,0.4
대구공공시설관리공단,중동교지하차도,35.8419668,128.6063897,35.8409091,128.6062391,특별시도·광역시도,지하차도,0.1
대구광역시 북구,고촌지하차도,35.9150878,128.598037,35.916755,128.5970283,특별시도·광역시도,지하차도,0.2
대구공공시설관리공단,도청교지하차도,35.8887784,128.5978104,35.8882244,128.5989002,특별시도·광역시도,지하차도,0.09
대구광역시 북구,태평지하차도 북편,35.8774532,128.5883525,35.8774686,128.5883829,특별시도·광역시도,지하차도,0.03
대구광역시 북구,원대지하차도 북편,35.8790187,128.5807097,35.8789795,128.580782,특별시도·광역시도,지하차도,0.04
대구광역시 북구,서변지하차도,35.9148588,128.5997284,35.9232345,128.5994437,특별시도·광역시도,지하차도,1
대구공공시설관리공단,성북교지하차도,35.8930024,128.5919897,35.8922957,128.5924953,특별시도·광역시도,지하차도,0.09
대구공공시설관리공단,침산교지하차도,35.9014571,128.5914255,35.9003666,128.591697,특별시도·광역시도,지하차도,0.16
제주특별자치도 제주시,이면도로,33.5128131,126.5289705,33.5128131,126.5289705,지방도,기타,1
제주특별자치도 제주시,인도,33.5129271,126.5268135,33.5129271,126.5268135,지방도,기타,1
인천광역시 미추홀구,수봉로,37.4659211,126.6564775,37.4592836,126.669386,구도,고갯길,2
인천광역시 중구,구청앞,37.4722345,126.6202645,37.4729456,126.6191061,구도,고갯길,0.3
인천광역시 연수구,청량로,37.4230568,126.6547882,37.4199927,126.6529265,구도,고갯길,0.4
인천광역시 연수구,먼우금로,37.4152028,126.6767261,37.41929,126.6794104,시도,고가도로,0.2
인천광역시 연수구,능허대로,37.4183422,126.6500615,37.4205727,126.6462359,시도,고갯길,0.5
인천광역시 연수구,비류대로,37.4247719,126.6766275,37.4234119,126.6888346,시도,고갯길,0.2
인천광역시 연수구,새말로,37.4168373,126.6848655,37.4185338,126.6801415,구도,고갯길,0.3
인천광역시 연수구,먼우금로,37.4201587,126.6799878,37.420857,126.6765496,구도,고갯길,0.4
인천광역시 연수구,비류대로,37.4247237,126.6755567,37.4266443,126.665154,시도,지하차도,0.6
인천광역시 연수구,함박뫼로,37.4225486,126.6747658,37.4202005,126.6720752,구도,지하차도,0.3
인천광역시 연수구,앵고개로,37.4122295,126.6647991,37.4129064,126.6612849,시도,고갯길,0.4
인천광역시 연수구,독배로,37.4311375,126.6461961,37.4314475,126.6440498,시도,고갯길,0.1
부산광역시 남구,이면도로,35.1272064,129.0844452,35.1268568,129.0851103,지방도,급경사,0.2
인천광역시 남동구,만월로,37.4657124,126.7209035,37.4761506,126.7129912,구도,급경사,1.7
인천광역시 남동구,구월남로,37.4522459,126.7206856,37.4517873,126.725626,구도,급경사,0.45
인천광역시 남동구,호구포로,37.4612408,126.7202296,37.4654449,126.7211464,특별시도·광역시도,급경사,0.5
인천광역시 남동구,수현로,37.4631231,126.7397704,37.4635673,126.7507414,구도,급경사,1
인천광역시 남동구,구월남로,37.4538331,126.6947079,37.4516354,126.729817,구도,급경사,3.1
인천광역시 남동구,용천로,37.4635201,126.7146525,37.4496452,126.7143033,구도,급경사,2
경상북도 포항시 북구,7번 국도,36.0776238,129.3428344,36.065584,129.3511909,위임국도,고갯길,1.7
제주특별자치도 서귀포시,이면도로,33.2867963,126.2861123,33.2867963,126.2861123,지방도,기타,1
제주특별자치도 서귀포시,이면도로,33.2597329,126.4057061,33.2597329,126.4057061,지방도,기타,1
광주광역시 북구,양산로,35.200838,126.8912906,35.2041628,126.8839691,지방도,기타,0.9
광주광역시 북구,양산제로,35.1997491,126.8706651,35.2000365,126.8733364,지방도,고갯길,0.5
서울특별시 강북구,솔매로,37.6250391,127.0126436,37.6252073,127.0149786,구도,고갯길,0.25
대전광역시 동구,곤룡로,36.2826011,127.4807413,36.278142,127.489143,지방도,고갯길,1.01
대전광역시 동구,산서로,36.2677767,127.4519293,36.2730938,127.4543786,지방도,고갯길,0.82
부산광역시 남구,이면도로 ,35.1482985,129.0977426,35.1482025,129.0973488,지방도,급경사,0.1
부산광역시 남구,이면도로,35.1272903,129.08915,35.1275975,129.0889664,지방도,급경사,0.02
제주특별자치도 서귀포시,이면도로,33.2501313,126.4062912,33.2501313,126.4062912,지방도,기타,1
대전광역시 동구,신상로,36.3542863,127.4708744,36.3558155,127.4688226,지방도,터널,0.13
대전광역시 동구,신상로,36.3542863,127.4708744,36.3558155,127.4688226,지방도,터널,0.13
대전광역시 동구,신상로,36.3542863,127.4708744,36.3558155,127.4688226,지방도,터널,0.13
대전광역시 동구,신상로,36.3542863,127.4708744,36.3558155,127.4688226,지방도,터널,0.13
대전광역시 유성구,테스트 도로명,36.365803,127.3269898,36.3687656,127.3270215,특별시도·광역시도,교차로,5
울산광역시 동구,봉수로,35.4884791,129.4153862,35.497974,129.4180152,시도,고갯길,1
서울특별시 구로구,오류로,37.4882928,126.8420007,37.4874947,126.8397941,구도,급경사,0.24
서울특별시 구로구,고척로51길,37.5092394,126.8501323,37.507525,126.8500638,구도,급경사,0.41
광주광역시 북구,석곡로,35.1619042,126.9622026,35.174516,126.9644061,지방도,고갯길,1.4
대전광역시 동구,대청호수로,36.3495233,127.475219,36.3537243,127.4774925,지방도,고갯길,1.63
대전광역시 대덕구,장동로,36.4039098,127.4234082,36.4126064,127.4356622,지방도,고갯길,2
대전광역시 대덕구,용호동길,36.4443506,127.4347743,36.4361893,127.4485354,지방도,고갯길,1.7
울산광역시 남구,강남로,35.5455206,129.3519159,35.5417892,129.3597728,시도,지하차도,0.8
울산광역시 동구,방어진순환로,35.4941149,129.4087971,35.4881858,129.4148451,시도,고갯길,0.8
부산광역시 남구,이면도로,35.1304851,129.0754797,35.1300248,129.0759972,지방도,급경사,0.4
서울특별시 강북구,삼양로,37.6274156,127.0167773,37.6274156,127.0167773,구도,급경사,0.07
울산광역시 울주군,군도31호선,35.6259545,129.2208414,35.5683173,129.2321799,군도,고갯길,7.2
울산광역시 울주군,군도4호선,35.5305138,129.1191077,35.5269674,129.135026,군도,고갯길,2
경기도 안양시,비산고가교,37.3972414,126.9310299,37.3951598,126.9271376,지방도,급경사,0.1
울산광역시 울주군,군도26호선,35.4981228,129.0989704,35.4703368,129.1336996,지방도,고갯길,6.5
울산광역시 울주군,군도 34호선,35.511828,129.1861618,35.4935406,129.2675961,군도,고갯길,10.2
경기도 안양시,박달고가차도,37.4107303,126.919845,37.4088403,126.9142146,지방도,급경사,0.1
경기도 안산시,시흥대로,37.3481838,126.7963128,37.3536939,126.8023917,시도,고갯길,0.86
경기도 시흥시,시도19호선,37.3825417,126.8642847,37.3857731,126.8675128,시도,지하차도,0.86
경기도 남양주시,지방도387호선,37.7666504,127.2831152,37.7747286,127.2833731,지방도,고갯길,1.3
경기도 남양주시,도시계획도로,37.673798,127.2029902,37.6830111,127.2105551,시도,고갯길,1.2
경기도 남양주시,지방도383호선,37.6213489,127.1678001,37.6318389,127.1651362,지방도,고갯길,1.5
경기도 남양주시,국지도86호선,37.630969,127.2880842,37.6237682,127.280129,지방도,고갯길,1.5
경기도 남양주시,군도10호선,37.6048388,127.2814445,37.5958471,127.2916175,지방도,고갯길,1.2
경기도 시흥시,국도77호선,37.3786237,126.7399311,37.374917,126.7394646,일반국도,고가도로,0.8
경기도 시흥시,시도2호선,37.3856582,126.8057232,37.3855903,126.8045829,시도,교차로,0.7
경기도 시흥시,시도42호선,37.4388998,126.7898556,37.438693,126.7901445,시도,교차로,0.5
경기도 시흥시,시도19호선,37.395574,126.867378,37.3977154,126.8677067,시도,지하차도,0.3
경기도 시흥시,국도77호선,37.3561021,126.7165361,37.3589667,126.7190548,일반국도,고가도로,0.4
경기도 시흥시,시도9호선,37.377278,126.7391071,37.3772346,126.7393799,시도,교차로,0.7
경기도 시흥시,시도6호선,37.4459481,126.8225886,37.4437425,126.8264228,시도,고갯길,1.9
경기도 시흥시,시도16호선,37.4651521,126.7843947,37.4653708,126.7843926,시도,고갯길,1.9
경기도 시흥시,국도39호선,37.4595477,126.7891154,37.4605991,126.7897243,일반국도,고갯길,1.1
경기도 시흥시,시도25호선,37.3805266,126.815522,37.3783911,126.8129859,시도,고갯길,0.8
경기도 시흥시,국도42호선,37.4034596,126.8464895,37.4039652,126.8343446,일반국도,고갯길,10.46
경기도 하남시 교통건설국 도로관리과,덕풍공원로,37.539227,127.1977845,37.5336507,127.198387,시도,급경사,0.4
경기도 하남시 교통건설국 도로관리과,도시계획도로(세미로1길),37.5448488,127.1938804,37.5424971,127.1941389,시도,급경사,0.25
경상북도 포항시 북구,31번 국도,36.0459118,129.3320446,36.0453158,129.34358,일반국도,고갯길,1.2
서울특별시 강북구,인수봉로,37.630242,127.0135918,37.6204232,127.0123137,시도,급커브,0.7
서울특별시 강북구,월계로,37.613672,127.0377059,37.6141268,127.0377945,구도,급커브,0.2
서울특별시 구로구,부일로9길,37.4949955,126.8257596,37.493161,126.8246438,구도,급경사,0.28
경기도 안성시,국지도82호선,37.0906696,127.3499911,37.0906784,127.349984,지방도,고갯길,0.4
경기도 안성시,지방도302호선,36.9617108,127.3735,36.9603427,127.3837857,지방도,고갯길,1.6
경기도 안성시,지방도325호선,36.9462227,127.3155329,36.935327,127.3187871,지방도,고갯길,1.7
경기도 용인시 처인구 도로과,지방도318호,37.1553768,127.3372855,37.1440773,127.3684794,지방도,급경사,3
경상북도 포항시 북구,도시계획도로,36.0686061,129.3938276,36.075737,129.3889859,시도,고갯길,0.8
경기도 연천군,군도9호선(꽃봉산),38.1367241,127.1020081,38.1335724,127.1159112,군도,고갯길,2
경기도 연천군,리도201호선,38.1943807,127.1067907,38.1935654,127.1075551,군도,고갯길,0.5
강원특별자치도 도로관리사업소,국도56호선,37.8770811,127.8230708,37.8746299,127.8331508,위임국도,고갯길,1.3
강원특별자치도 도로관리사업소,국도56호선,37.8516103,127.8639597,37.8468317,127.8701429,위임국도,고갯길,1.6
경상남도 도로관리사업소,지방도 1026,35.50195,127.89295,35.49955,127.93034,지방도,고갯길,3
부산광역시 남구,이면도로,35.1246766,129.095918,35.1240249,129.0946161,지방도,급경사,0.5
부산광역시 남구,이면도로,35.1367065,129.076972,35.1358091,129.0759695,지방도,급경사,0.14
경기도 안성시,국지도70호선,37.1476503,127.4380125,37.1401784,127.4365871,지방도,고갯길,0.9
경기도 양평군,지방도341호선,37.4845457,127.6114349,37.4829397,127.6182744,지방도,고갯길,0.7
부산광역시 남구,황령대로319번가길 일원,35.1518358,129.0885818,35.1513531,129.0875199,지방도,급경사,0.08
부산광역시 남구,이면도로,35.1241128,129.1002507,35.1253426,129.1010479,지방도,지하차도,0.2
제주특별자치도 서귀포시,이면도로,33.2471123,126.3927344,33.2471123,126.3927344,지방도,기타,1
강원특별자치도 도로관리사업소 강릉지소,지방도415호선,37.6895726,128.808212,37.5863259,128.7776433,지방도,기타,14
강원특별자치도 도로관리사업소 북부지소,지방도403호,37.9540865,127.7301565,38.0071204,127.7298259,지방도,고갯길,5
부산광역시 남구,금호맨션주변,35.1126018,129.1159214,35.1127437,129.1158347,구도,급경사,1
부산광역시 남구,이면도로,35.1379113,129.078653,35.1385174,129.0799076,지방도,급경사,0.15
경상북도 포항시 북구,도시계획도로,36.0453158,129.34358,36.0485567,129.3514214,시도,고갯길,0.8
서울특별시 구로구,개봉로,37.4899096,126.8508886,37.4899496,126.8526264,구도,급경사,0.48
서울특별시 송파구,거마로,37.4942662,127.1446704,37.4955154,127.1452141,구도,급경사,0.16
제주특별자치도 서귀포시,이면도로,33.257275,126.4155176,33.257275,126.4155176,지방도,기타,1
서울특별시 용산구,효창원로86가길,37.5480506,126.9651316,37.5468341,126.9651927,구도,기타,0.13
부산광역시 남구,이면도로,35.1347061,129.0679505,35.1336598,129.0685149,지방도,급경사,0.2
경상북도 포항시 북구,도시계획도로,36.0315732,129.3387652,36.0312908,129.3444833,시도,고갯길,0.7
부산광역시 남구,이면도로,35.1386906,129.0862728,35.1396781,129.0842056,지방도,급경사,0.2
제주특별자치도 서귀포시,이면도로,33.2545167,126.4614993,33.2545167,126.4614993,지방도,기타,1
제주특별자치도 서귀포시,이면도로,33.2811347,126.415732,33.2811347,126.415732,지방도,기타,1
강원특별자치도 도로관리사업소 도로보수과,지방도451호,37.8188108,128.2017157,37.8187546,128.176646,지방도,고갯길,1.9
서울특별시 강남구,학동로30길,37.5129573,127.0320537,37.5119966,127.032743,구도,기타,0.13
제주특별자치도 서귀포시,이면도로,37.4152775,127.256761,37.4152775,127.256761,지방도,기타,1
강원특별자치도 도로관리사업소 태백지소,지427호,37.1818048,129.1343236,37.2423237,129.1703408,지방도,고갯길,10
강원특별자치도 정선군,리도220,37.5184434,128.911879,37.4710136,128.9256884,농어촌도로,고갯길,5
강원특별자치도 도로관리사업소,국도56호선,37.7464206,128.3073416,37.7384839,128.2967864,위임국도,고갯길,2
강원특별자치도 도로관리사업소,국지도70호,37.6622172,127.6553045,37.6508774,127.6524718,지방도,고갯길,1.9
강원특별자치도 도로관리사업소,지방도451호,37.8191064,128.1755979,37.8215564,128.1627678,지방도,고갯길,2
강원특별자치도 도로관리사업소,지방도451호,37.803293,128.0046434,37.8093213,128.013138,지방도,고갯길,2
강원특별자치도 도로관리사업소,지방도451호,37.8093784,128.0131384,37.8029508,128.029504,지방도,고갯길,1.7
강원특별자치도 도로관리사업소,국지도86호,37.6750739,127.6078074,37.6833892,127.6251098,지방도,기타,2.7
강원특별자치도 도로관리사업소,지방도408호,37.8342377,128.0987605,37.8514719,128.1030123,지방도,고갯길,2.5
강원특별자치도 도로관리사업소,지방도408호,37.8884234,128.0963267,37.8929593,128.0874512,지방도,고갯길,1.2
강원특별자치도 도로관리사업소,지방도424호,37.7020014,128.3995434,37.7127603,128.4029682,지방도,고갯길,1.3
강원특별자치도 도로관리사업소,국지도86호,37.6641644,127.5543879,37.6662098,127.5625679,지방도,고갯길,1.8
강원특별자치도 도로관리사업소,지방도406호선,37.6649619,128.0502039,37.6609749,128.0618438,지방도,고갯길,1.6
강원특별자치도 도로관리사업소 도로보수과,지방도444호,37.8182028,128.2104053,37.8025138,128.2138279,지방도,고갯길,1.9
강원특별자치도 도로관리사업소 도로보수과,국지도70호,37.6622172,127.6553045,37.6508774,127.6524718,지방도,고갯길,1.9
강원특별자치도 도로관리사업소,국지도88호,37.2234969,128.3908396,1,1,지방도,고갯길,0.8
강원특별자치도 도로관리사업소,국도19호,37.5167772,128.0317814,37.5323504,128.0564339,위임국도,고갯길,3.2
강원도 홍천군 건설안전국 건설과,부사원리,37.7392036,127.8314365,37.7381791,127.8144559,군도,고갯길,2
강원특별자치도 도로관리사업소 도로보수과,국지도88호,37.2234969,128.3908396,37.21777,128.3957125,지방도,고갯길,0.8
제주특별자치도 서귀포시,이면도로,33.2593548,126.3866397,33.2593548,126.3866397,지방도,기타,1
강원특별자치도 도로관리사업소 강릉지소,지방도456호선,37.6864936,128.7593566,37.7211244,128.8167563,지방도,기타,8
세종특별자치시,세종로,36.4674146,127.2676367,36.4674146,127.2676367,시도,교량,0.74
서울특별시 서초구 안전건설교통국 도로과,명달로1길,37.4781062,127.003649,37.4781062,127.003649,구도,급경사,0.08
제주특별자치도 서귀포시,이면도로,33.329624,126.7702073,33.329624,126.7702073,지방도,기타,1
강원특별자치도 도로관리사업소,지방도420호,37.4740731,128.2548216,37.4777509,128.2477435,지방도,고갯길,1.6
제주특별자치도 서귀포시,이면도로,33.2508304,126.4241487,33.2508304,126.4241487,지방도,기타,1
강원특별자치도 도로관리사업소,지방도424호,37.5572043,128.3964635,37.5647643,128.3998871,지방도,기타,0.9
강원특별자치도 도로관리사업소,지방도424호,37.4764739,128.3868388,37.482559,128.3940983,지방도,기타,1.3
강원특별자치도 도로관리사업소,지방도424호,37.6831689,128.3921464,37.6730044,128.3866594,지방도,고갯길,1.3
강원특별자치도 정선군,군도7호선,37.2490241,128.8223085,37.2445728,128.8179043,군도,급경사,3
강원특별자치도 정선군,군도6호선,37.2320476,128.6613311,37.2275203,128.6123449,군도,급경사,4.5
강원특별자치도 정선군,리도210,37.2712303,128.6031174,37.2858724,128.6416804,농어촌도로,고갯길,2.5
강원특별자치도 도로관리사업소 도로보수과,지방도420호,37.4740731,128.2548216,37.4777509,128.2477435,지방도,고갯길,1.6
강원특별자치도 정선군,군도8호선,37.4806028,128.6056073,37.4870642,128.5991635,군도,급경사,3.9
서울특별시 강남구,삼성로147길,37.520672,127.0451112,37.5220284,127.0453205,구도,기타,0.06
제주특별자치도 서귀포시,이면도로,33.2508974,126.4334365,33.2508974,126.4334365,지방도,기타,1
제주특별자치도 제주시,이면도로,33.4798615,126.4663654,33.4783085,126.4675273,지방도,기타,1
제주특별자치도 제주시,마을안길,33.4848653,126.4885575,33.4848653,126.4885575,지방도,기타,1
제주특별자치도 제주시,마을안길,33.4838689,126.4932272,33.4838689,126.4932272,지방도,기타,1
강원특별자치도 도로관리사업소 북부지소,지방도372호,38.0633766,127.5206665,38.0870943,127.447587,지방도,고갯길,6
부산광역시 남구,이면도로,35.1306846,129.070775,35.1311437,129.0712213,지방도,급경사,0.1
강원특별자치도 도로관리사업소,지방도451호,37.8188108,128.2017157,37.8187546,128.176646,지방도,고갯길,1.9
제주특별자치도 서귀포시,이면도로,33.2530561,126.4189376,33.2530561,126.4189376,지방도,기타,1
강원특별자치도 고성군,군도1호선,38.329253,128.46107,38.330631,128.46824,군도,고갯길,0.6
세종특별자치시,운주산로,36.6304512,127.2890248,36.6324189,127.2896302,시도,고가도로,0.2
서울특별시 강남구,테헤란로44길,37.5023817,127.0448183,37.5022179,127.0475247,구도,급경사,0.1
세종특별자치시,한누리대로,36.5225326,127.2599273,36.5275624,127.2636862,시도,고가도로,0.37
인천광역시 중구,자유공원로,37.475226,126.6263107,37.4792505,126.6202452,구도,고갯길,0.7
충청북도 충주시,유주막교(단월),36.9404784,127.9199283,36.9365418,127.9239494,군도,교량,0.7
충청북도 충주시,갱고개길(교현안림),36.9771678,127.9402323,36.9729338,127.9395589,군도,급경사,0.5
제주특별자치도 서귀포시,이면도로,33.2512123,126.4253575,33.2512123,126.4253575,지방도,기타,1
서울특별시 강남구,학동로46길,37.5160446,127.0380816,37.5156392,127.0383319,구도,급경사,0.6
제주특별자치도 제주시,이면도로,33.4888082,126.5127046,33.4888082,126.5127046,지방도,기타,1
제주특별자치도 제주시,이면도로,33.5126737,126.5315731,33.5126737,126.5315731,지방도,기타,1
충청북도 충주시,동일하이빌 뒷길,36.9579982,127.9446959,36.9618292,127.9475856,군도,급경사,0.5
충청북도 충주시,세중참사랑 앞 도로,36.9647989,127.9388429,36.9652166,127.93428,군도,급경사,0.4
충청북도 충주시,미덕학원 주변도로,36.9544876,127.9395377,36.947332,127.9380892,군도,급경사,0.8
충청북도 충주시,지현신촌 및 세경@주변로,36.9599168,127.9270215,36.9574442,127.9312802,군도,급경사,0.5
